==22360== NVPROF is profiling process 22360, command: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling application: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
66.9725s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112557]
66.9725s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112565]
66.9725s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112573]
66.9725s  2.0160us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112581]
66.9725s  2.0480us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112589]
66.9725s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112597]
66.9725s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112605]
66.9725s  2.0160us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112613]
66.9725s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112621]
66.9725s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112629]
66.9725s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112637]
66.9725s  18.944us            (576 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112645]
66.9725s  15.424us            (576 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112653]
66.9726s  18.017us            (576 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112661]
66.9726s  20.064us            (576 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112669]
66.9726s  2.3360us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112677]
66.9726s  2.1440us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112685]
66.9726s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112693]
66.9726s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112701]
66.9726s  2.1120us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112709]
66.9726s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112717]
66.9726s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112725]
66.9726s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112733]
66.9726s  2.0480us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112741]
66.9726s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112749]
66.9727s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112757]
66.9727s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112765]
66.9727s  36.384us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112773]
66.9727s  28.128us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112781]
66.9727s  36.929us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112789]
66.9728s  36.608us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112797]
66.9728s  2.3680us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112805]
66.9728s  2.0800us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112813]
66.9728s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112821]
66.9728s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112829]
66.9728s  2.0800us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112837]
66.9728s  1.9530us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112845]
66.9728s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112853]
66.9728s  1.9840us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112861]
66.9728s  2.0800us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112869]
66.9728s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112877]
66.9729s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112885]
66.9729s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112893]
66.9729s  36.288us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112901]
66.9729s  28.512us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112909]
66.9729s  37.057us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112917]
66.9730s  37.088us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112925]
66.9730s  2.3680us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112933]
66.9730s  2.0480us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112941]
66.9730s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112949]
66.9730s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112957]
66.9730s  2.0480us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112965]
66.9730s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [112973]
66.9730s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112981]
66.9730s  8.5120us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112989]
66.9731s  2.0480us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [112997]
66.9731s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [113005]
66.9731s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113013]
66.9731s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113021]
66.9731s  35.649us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113029]
66.9731s  27.488us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [113037]
66.9731s  36.673us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113045]
66.9732s  36.832us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113053]
66.9732s  2.4960us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113061]
66.9732s  2.1120us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [113069]
66.9732s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113077]
66.9732s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113085]
66.9732s  2.2400us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113093]
66.9732s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [113101]
66.9733s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113109]
66.9733s  1.8880us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113117]
66.9733s  2.0800us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113125]
66.9733s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_ [113133]
66.9733s  1.9200us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113141]
66.9733s  1.9520us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [113149]
66.9733s  2.3680us                    -               -         -         -         -  6.7500KB  2.7185GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7280us                    -               -         -         -         -      256B  141.29MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7280us                    -               -         -         -         -      256B  141.29MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
